customer_id,loan_category,loan_amount,interest_rate,tenure_months,employment_type,annual_income,credit_score,existing_loans,age,monthly_obligations,emi_to_income_ratio,loan_to_income_ratio,Defaulter
CUST_000635,Education Loan,705000,8.97,240,Government,200000,722,2,49,,0.1762,3.525,1
CUST_000636,Vehicle,266000,8.11,24,Government,200000,780,0,37,1504,0.665,1.33,0
CUST_000637,Credit Card,593000,13.05,6,Government,200000,582,1,27,3429,5.93,2.965,1
CUST_000638,Mortgage,438000,13.48,84,Government,200000,596,1,36,9012,0.3129,2.19,0
CUST_000639,Education Loan,601000,14.8,18,Government,223503.85,664,0,48,6935,1.7927,2.689,0
CUST_000640,Vehicle,307000,12.84,36,Private Sector,200000,618,0,21,7619,0.5117,1.535,0
CUST_000641,Mortgage,392000,12.32,6,Freelancer,200000,745,3,63,8715,3.92,1.96,1
CUST_000642,Vehicle,482000,9.27,12,Unemployed,200000,579,0,39,20174,2.41,2.41,0
CUST_000643,Medical,405000,11.59,6,Private Sector,200000,776,1,31,1588,4.05,2.025,0
CUST_000644,Medical,302000,7.9,240,Business Owner,200000,613,0,62,591,0.0755,1.51,0
CUST_000645,Vehicle,399000,9.69,60,,200000,,4,43,5626,0.399,1.995,1
CUST_000646,Medical,955000,14.18,6,Private Sector,226896.97,842,1,37,17939,8.4179,4.209,0
CUST_000647,Mortgage,1055000,7.36,120,Government,386075.09,716,0,35,2984,0.2733,2.7326,0
CUST_000648,Credit Card,806000,13.61,120,Unemployed,200000,723,0,33,17235,0.403,4.03,0
CUST_000649,Medical,685000,8.15,60,Government,200000,721,0,26,22397,0.685,3.425,1
CUST_000650,Medical,226000,10.96,180,Freelancer,200000,562,1,34,9001,0.0753,1.13,0
CUST_000651,Mortgage,911000,10.11,12,Freelancer,200000,624,2,36,9919,4.555,4.555,0
CUST_000652,Mortgage,1531000,12.54,36,Private Sector,310935.58,712,1,50,16714,1.6413,4.9238,1
CUST_000653,Mortgage,585000,19.11,120,Freelancer,200000,681,0,34,10657,0.2925,2.925,0
CUST_000654,Medical,742000,13.7,240,Freelancer,200000,646,1,46,22951,0.1855,3.71,0
CUST_000655,Medical,383000,15.36,12,Private Sector,200000,693,0,22,20094,1.915,1.915,0
CUST_000656,Business Expansion,402000,12.13,84,Business Owner,200000,624,4,21,4720,0.2871,2.01,0
CUST_000657,Credit Card,82000,7.63,240,Government,200000,731,1,35,21437,0.0205,0.41,0
CUST_000658,Education Loan,906000,5.58,36,Private Sector,200000,620,0,32,12417,1.51,4.53,0
CUST_000659,Mortgage,545000,16.19,240,Private Sector,200000,764,0,46,1032,0.1362,2.725,0
CUST_000660,Credit Card,1171000,7.93,12,Private Sector,465000.38,758,0,41,15160,2.5183,2.5183,0
CUST_000661,Vehicle,416000,9.26,18,Private Sector,200000,552,1,51,,1.3867,2.08,0
CUST_000662,Medical,86000,14.89,36,Private Sector,200000,626,1,34,13396,0.1433,0.43,0
CUST_000663,Mortgage,91000,7.28,120,Freelancer,,545,0,37,15837,0.0455,0.455,0
CUST_000664,Mortgage,254000,13.65,6,Private Sector,200000,706,0,27,,2.54,1.27,0
CUST_000665,Credit Card,941000,14.02,84,Private Sector,200000,752,2,26,21308,0.6721,4.705,0
CUST_000666,Vehicle,332000,4.36,84,Private Sector,200000,571,2,52,19141,0.2371,1.66,1
CUST_000667,Business Expansion,995000,7.37,12,Private Sector,200000,690,2,41,23543,4.975,4.975,0
CUST_000668,Business Expansion,593000,12.58,240,Government,200000,773,1,29,22921,0.1482,2.965,0
CUST_000669,Credit Card,315000,7.98,24,Freelancer,200000,689,0,44,16239,0.7875,1.575,0
CUST_000670,Vehicle,273000,8.46,180,Business Owner,200000,711,0,51,10232,0.091,1.365,0
CUST_000671,Business Expansion,262000,8.5,36,Private Sector,200000,579,1,38,13392,0.4367,1.31,0
CUST_000672,Education Loan,879000,16.89,12,Business Owner,224948.84,655,1,54,22571,3.9076,3.9076,0
CUST_000673,Vehicle,1229000,9.87,180,Government,338442.13,727,1,28,21762,0.2421,3.6313,0
CUST_000674,Mortgage,766000,9.89,36,Freelancer,200000,,2,49,8428,1.2767,3.83,0
CUST_000675,Business Expansion,353000,8.79,12,Unemployed,200000,775,2,59,12203,1.765,1.765,0
CUST_000676,Education Loan,276000,11.34,120,Private Sector,200000,567,1,44,1459,0.138,1.38,0
CUST_000677,Credit Card,536000,7.9,36,Business Owner,265996.21,699,3,35,22820,0.6717,2.0151,0
CUST_000678,Business Expansion,842000,6.45,240,Government,200000,675,1,30,6993,0.2105,4.21,0
CUST_000679,Vehicle,236000,5.89,120,Government,200000,547,1,21,6291,0.118,1.18,0
CUST_000680,Credit Card,831000,11.17,84,Freelancer,200000,594,0,30,20858,0.5936,4.155,1
CUST_000681,Vehicle,224000,8.33,120,Freelancer,200000,675,0,41,15191,0.112,1.12,0
CUST_000682,Business Expansion,686000,13.7,120,Freelancer,200000,655,0,35,19283,0.343,3.43,0
CUST_000683,Mortgage,424000,14.27,84,Government,200000,647,1,30,11301,0.3029,2.12,0
CUST_000684,Mortgage,345000,9.51,18,Private Sector,200000,585,0,43,6506,1.15,1.725,0
CUST_000685,Medical,1390000,4,240,Government,287972.38,900,1,22,5046,0.2413,4.8269,0
CUST_000686,Medical,185000,13.94,84,Private Sector,200000,763,0,37,7991,0.1321,0.925,1
CUST_000687,Vehicle,216000,13.48,180,Government,297719.97,640,0,30,23232,0.0484,0.7255,0
CUST_000688,Business Expansion,793000,10.59,60,Freelancer,200000,866,0,38,16873,0.793,3.965,0
CUST_000689,Mortgage,268000,9.69,180,Private Sector,200000,801,0,25,657,0.0893,1.34,0
CUST_000690,Credit Card,729000,9.4,24,Private Sector,307959.86,727,1,52,8604,1.1836,2.3672,0
CUST_000691,Medical,152000,18.53,120,Private Sector,253132.09,615,1,43,15260,0.06,0.6005,0
CUST_000692,Credit Card,429000,8.86,240,Business Owner,243300.13,644,0,23,10237,0.0882,1.7633,0
CUST_000693,Vehicle,758000,10.63,180,Private Sector,,729,3,31,20778,0.2527,3.79,0
CUST_000694,Education Loan,198000,16.38,24,Private Sector,200000,665,2,47,8120,0.495,0.99,0
CUST_000695,Vehicle,1105000,9.6,18,Government,233389.46,637,0,37,23779,3.1564,4.7346,0
CUST_000696,Business Expansion,261000,11.35,6,Business Owner,200000,690,1,40,5981,2.61,1.305,0
CUST_000697,Vehicle,247000,16.42,60,Government,200000,659,1,25,19577,0.247,1.235,0
CUST_000698,Credit Card,863000,12.11,6,Business Owner,200000,751,3,40,20308,8.63,4.315,0
CUST_000699,Mortgage,336000,7.46,12,Business Owner,200000,624,0,28,,1.68,1.68,0
CUST_000700,Education Loan,592000,8.2,6,Business Owner,365547.07,698,1,37,24740,3.239,1.6195,0
CUST_000701,Vehicle,144000,17.49,60,Private Sector,200000,612,1,23,6459,0.144,0.72,1
CUST_000702,Mortgage,246000,13.24,240,Private Sector,200000,737,0,38,23035,0.0615,1.23,0
CUST_000703,Education Loan,226000,9.04,84,Private Sector,200000,597,0,37,2227,0.1614,1.13,1
CUST_000704,Vehicle,857000,13.1,36,Private Sector,200000,802,1,41,9141,1.4283,4.285,0
CUST_000705,Business Expansion,264000,13.08,12,Private Sector,200000,660,0,39,17265,1.32,1.32,0
CUST_000706,Mortgage,908000,9.56,12,Private Sector,200000,708,0,46,14986,4.54,4.54,0
CUST_000707,Mortgage,324000,6.63,180,Freelancer,200000,697,0,27,23324,0.108,1.62,0
CUST_000708,Medical,776000,13.76,6,Freelancer,202638.07,712,0,35,13606,7.659,3.8295,1
CUST_000709,Credit Card,944000,13.42,60,Government,200000,673,1,58,2276,0.944,4.72,0
CUST_000710,Vehicle,831000,8.83,6,Freelancer,266262.69,683,0,27,13744,6.242,3.121,1
CUST_000711,Education Loan,229000,10.7,180,Government,200000,588,1,35,24798,0.0763,1.145,0
CUST_000712,Medical,607000,7.84,120,Business Owner,228844.39,661,1,44,20138,0.2652,2.6525,0
CUST_000713,Medical,863000,15.31,18,Private Sector,200000,542,2,46,11050,2.8767,4.315,0
CUST_000714,Mortgage,923000,10.48,120,Private Sector,200000,561,2,48,10777,0.4615,4.615,0
CUST_000715,Vehicle,630000,12.24,120,Freelancer,200000,655,1,42,22855,0.315,3.15,0
CUST_000716,Vehicle,147000,9.66,6,Private Sector,411964.84,712,2,28,16617,0.7137,0.3568,0
CUST_000717,Business Expansion,991000,9.77,180,,200000,835,1,35,24257,0.3303,4.955,1
CUST_000718,Mortgage,534000,8.55,18,Government,200000,,2,21,7680,1.78,2.67,0
CUST_000719,Credit Card,801000,8.08,24,Business Owner,200000,722,0,52,15660,2.0025,4.005,0
CUST_000720,Education Loan,905000,9.05,12,Government,200000,758,1,31,16860,4.525,4.525,0
CUST_000721,Mortgage,534000,14.64,36,Private Sector,200000,535,3,45,21431,0.89,2.67,0
CUST_000722,Mortgage,861000,14.36,24,Freelancer,200000,602,4,49,6191,2.1525,4.305,0
CUST_000723,Vehicle,377000,6.02,36,Unemployed,200000,659,0,49,15896,0.6283,1.885,0
CUST_000724,Mortgage,886000,11.37,36,Freelancer,200000,590,1,21,11611,1.4767,4.43,0
CUST_000725,Vehicle,874000,10.45,24,Private Sector,200000,679,2,43,18083,2.185,4.37,0
CUST_000726,Business Expansion,912000,7.58,84,Business Owner,200000,,1,47,21060,0.6514,4.56,1
CUST_000727,Vehicle,221000,12.67,240,Freelancer,200000,693,4,38,11982,0.0552,1.105,0
CUST_000728,Business Expansion,136000,12.42,120,Business Owner,,784,0,41,12256,0.068,0.68,0
CUST_000729,Credit Card,683000,9.72,180,Business Owner,200000,667,0,34,19907,0.2277,3.415,0
CUST_000730,Education Loan,805000,14.31,240,Government,200000,606,2,26,6776,0.2012,4.025,0
CUST_000731,Business Expansion,1000000,11.93,240,Government,263948.7,599,1,30,20317,0.1894,3.7886,0
CUST_000732,Business Expansion,930000,12.98,120,Private Sector,200000,557,0,28,5373,0.465,4.65,0
CUST_000733,Education Loan,288000,11.58,12,Private Sector,244942.96,,0,48,23158,1.1758,1.1758,0
CUST_000734,Mortgage,238000,12.7,12,Business Owner,200000,735,2,49,13836,1.19,1.19,0
CUST_000735,Mortgage,828000,6.97,84,Unemployed,200000,640,2,32,4247,0.5914,4.14,0
CUST_000736,Mortgage,988000,10.96,60,Business Owner,200000,649,1,33,22821,0.988,4.94,0
CUST_000737,Mortgage,592000,11.3,18,Government,269730.32,639,1,49,,1.4632,2.1948,0
CUST_000738,Credit Card,1048000,10.18,12,Business Owner,278232.88,662,0,39,12200,3.7666,3.7666,0
CUST_000739,Mortgage,275000,13.02,24,Government,429110.87,627,0,25,11908,0.3204,0.6409,0
CUST_000740,Medical,246000,12.92,24,Private Sector,200000,566,2,32,16714,0.615,1.23,1
CUST_000741,Vehicle,951000,13.11,6,Business Owner,200000,577,1,68,1502,9.51,4.755,1
CUST_000742,Vehicle,136000,7.73,60,Private Sector,,613,4,33,24777,0.136,0.68,0
CUST_000743,Vehicle,134000,4,6,Private Sector,200000,604,0,40,11762,1.34,0.67,0
CUST_000744,Credit Card,95000,12.43,60,Government,200000,824,0,42,3987,0.095,0.475,0
CUST_000745,Mortgage,460000,12.26,6,Private Sector,200000,458,2,58,16872,4.6,2.3,0
CUST_000746,Mortgage,998000,11.49,6,Government,200000,524,0,43,9170,9.98,4.99,0
CUST_000747,Business Expansion,427000,5.39,84,,200000,768,1,38,,0.305,2.135,0
CUST_000748,Business Expansion,398000,13.56,120,Government,200000,695,0,40,7579,0.199,1.99,0
CUST_000749,Business Expansion,836000,9.5,24,Government,200000,697,2,35,,2.09,4.18,0
CUST_000750,Credit Card,457000,17.54,240,Freelancer,241642.87,695,1,30,3202,0.0946,1.8912,0
CUST_000751,Mortgage,670000,8.49,180,Business Owner,,690,0,32,15557,0.2164,3.2467,0
CUST_000752,Business Expansion,412000,11.43,24,Business Owner,200000,864,1,33,3515,1.03,2.06,0
CUST_000753,Business Expansion,917000,13.25,24,Government,200000,549,0,21,1895,2.2925,4.585,0
CUST_000754,Business Expansion,960000,4,6,Business Owner,200000,716,2,37,13885,9.6,4.8,0
CUST_000755,Vehicle,120000,13.88,24,Government,200000,648,0,39,22686,0.3,0.6,0
CUST_000756,Credit Card,580000,7.01,24,Private Sector,200000,704,2,33,22571,1.45,2.9,0
CUST_000757,Education Loan,263000,4.6,240,Private Sector,200000,530,1,23,20870,0.0657,1.315,1
CUST_000758,Medical,73000,7.79,84,Unemployed,200000,638,1,31,14527,0.0521,0.365,0
CUST_000759,Credit Card,489000,4.55,84,Freelancer,200000,518,0,23,5438,0.3493,2.445,1
CUST_000760,Medical,477000,11.55,6,Private Sector,200000,620,1,32,3717,4.77,2.385,0
CUST_000761,Credit Card,888000,9.09,84,Private Sector,200000,,0,41,8063,0.6343,4.44,1
CUST_000762,Credit Card,992000,11.01,84,Private Sector,200000,655,2,21,21504,0.7086,4.96,0
CUST_000763,Credit Card,544000,4,120,Government,200000,726,2,33,24111,0.272,2.72,0
CUST_000764,Credit Card,103000,10.42,84,Government,200000,583,0,30,4493,0.0736,0.515,0
CUST_000765,Education Loan,907000,15.24,60,Private Sector,200000,627,0,29,24978,0.907,4.535,0
CUST_000766,Medical,223000,11.63,36,Freelancer,200000,638,2,41,24643,0.3717,1.115,0
CUST_000767,Mortgage,542000,14.11,240,Government,200000,425,2,24,6758,0.1355,2.71,0
CUST_000768,Education Loan,380000,9.72,18,Private Sector,200000,665,0,34,1932,1.2667,1.9,0
CUST_000769,Mortgage,588000,6.76,240,Private Sector,200000,712,1,30,1491,0.147,2.94,1
CUST_000770,Business Expansion,123000,9.97,36,Government,200000,697,2,38,7856,0.205,0.615,0
CUST_000771,Vehicle,660000,11.93,24,Private Sector,200000,782,0,45,24658,1.65,3.3,0
CUST_000772,Vehicle,626000,9.21,120,Freelancer,200000,784,0,47,9758,0.313,3.13,0
CUST_000773,Credit Card,128000,6.21,24,Unemployed,200000,625,2,46,15795,0.32,0.64,0
CUST_000774,Vehicle,853000,11.45,240,Unemployed,,735,1,38,5697,0.2132,4.265,0
CUST_000775,Credit Card,230000,16.74,84,Government,200000,727,1,50,20666,0.1643,1.15,0
CUST_000776,Education Loan,1237000,12.61,120,Private Sector,420415.77,594,0,60,1893,0.2942,2.9423,0
CUST_000777,Medical,513000,17.51,36,Freelancer,200000,675,1,28,7742,0.855,2.565,0
CUST_000778,Business Expansion,353000,4,120,Private Sector,,593,1,55,20610,0.1765,1.765,0
CUST_000779,Medical,308000,6.67,6,Unemployed,200000,683,0,21,24883,3.08,1.54,0
CUST_000780,Education Loan,603000,14.03,36,Government,200000,737,1,54,16632,1.005,3.015,0
CUST_000781,Vehicle,715000,11.29,180,Freelancer,285640.67,705,0,33,14771,0.1669,2.5031,0
CUST_000782,Business Expansion,443000,11.8,60,Private Sector,200000,698,0,42,2290,0.443,2.215,0
CUST_000783,Mortgage,897000,12.92,84,Private Sector,232500.04,605,0,33,20787,0.5512,3.8581,0
CUST_000784,Vehicle,184000,11.71,12,Private Sector,200000,648,2,32,2732,0.92,0.92,0
CUST_000785,Vehicle,173000,4.28,12,Business Owner,200000,798,1,52,9893,0.865,0.865,0
CUST_000786,Credit Card,1036000,12.34,18,Freelancer,420754.92,550,0,42,24864,1.6415,2.4622,0
CUST_000787,Vehicle,285000,11.77,180,Business Owner,200000,621,3,53,12580,0.095,1.425,0
CUST_000788,Vehicle,723000,9.55,120,Business Owner,235258.05,645,0,38,16498,0.3073,3.0732,0
CUST_000789,Business Expansion,1252000,8.93,60,Private Sector,332521.25,699,0,42,10477,0.753,3.7652,0
CUST_000790,Business Expansion,1311000,5.13,12,Government,277275.99,670,0,24,1517,4.7281,4.7281,0
CUST_000791,Education Loan,422000,5.94,24,Freelancer,262532.15,599,3,23,8544,0.8037,1.6074,0
CUST_000792,Business Expansion,327000,15.51,24,Business Owner,200000,652,1,38,8023,0.8175,1.635,0
CUST_000793,Business Expansion,686000,8.04,12,,200000,783,1,30,4059,3.43,3.43,0
CUST_000794,Medical,516000,11.49,12,Private Sector,200000,743,2,40,10076,2.58,2.58,1
CUST_000795,Mortgage,765000,4.61,18,Government,200000,774,4,30,4940,2.55,3.825,0
CUST_000796,Credit Card,175000,5.04,180,Private Sector,,710,0,25,18487,0.0583,0.875,0
CUST_000797,Business Expansion,611000,11.71,18,,211958.32,630,1,34,8751,1.9218,2.8826,1
CUST_000798,Credit Card,571000,7.84,12,Private Sector,200000,543,2,34,11743,2.855,2.855,0
CUST_000799,Mortgage,471000,10.89,24,Government,200000,633,1,51,9640,1.1775,2.355,0
CUST_000800,Vehicle,278000,7.37,24,Government,200000,655,2,34,12033,0.695,1.39,0
CUST_000801,Vehicle,183000,12.2,36,Freelancer,200000,738,1,47,3122,0.305,0.915,0
CUST_000802,Medical,65000,13.93,120,Freelancer,200000,582,1,51,16311,0.0325,0.325,0
CUST_000803,Credit Card,203000,7.29,24,Private Sector,200000,725,1,62,11239,0.5075,1.015,0
CUST_000804,Education Loan,464000,11.74,60,Business Owner,200000,880,0,62,8088,0.464,2.32,0
CUST_000805,Medical,842000,9.5,180,Business Owner,,640,3,37,8384,0.2807,4.21,0
CUST_000806,Mortgage,520000,17.15,24,Private Sector,200000,687,0,35,10064,1.3,2.6,0
CUST_000807,Credit Card,635000,18.61,12,Private Sector,200000,609,1,35,3120,3.175,3.175,1
CUST_000808,Education Loan,72000,7.1,24,Private Sector,200000,602,1,57,7384,0.18,0.36,0
CUST_000809,Vehicle,796000,16.06,60,Private Sector,200000,552,1,30,23165,0.796,3.98,1
CUST_000810,Credit Card,456000,7.71,18,Freelancer,200000,562,1,41,9866,1.52,2.28,0
CUST_000811,Mortgage,925000,7.04,60,Government,200000,816,1,39,23444,0.925,4.625,0
CUST_000812,Mortgage,633000,15.68,12,Government,200000,658,1,35,23234,3.165,3.165,0
CUST_000813,Medical,641000,13.28,36,Government,200000,662,1,21,8356,1.0683,3.205,0
CUST_000814,Credit Card,585000,7.61,180,Freelancer,200000,666,1,45,5236,0.195,2.925,0
CUST_000815,Mortgage,625000,8.48,60,Government,200000,678,2,38,18374,0.625,3.125,1
CUST_000816,Business Expansion,300000,11.17,12,Business Owner,200000,735,2,43,22547,1.5,1.5,0
CUST_000817,Medical,536000,13.87,120,Private Sector,200000,546,1,42,17424,0.268,2.68,0
CUST_000818,Medical,67000,10.01,180,Freelancer,200000,562,3,48,16186,0.0223,0.335,0
CUST_000819,Business Expansion,384000,8.99,6,Government,200000,,2,50,9854,3.84,1.92,0
CUST_000820,Mortgage,761000,11.18,240,Freelancer,293995.19,744,1,38,5966,0.1294,2.5885,0
CUST_000821,Mortgage,524000,10.03,12,Business Owner,258005.49,,0,35,6413,2.031,2.031,0
CUST_000822,Business Expansion,295000,6.59,60,Government,200000,550,0,58,15828,0.295,1.475,1
CUST_000823,Medical,155000,14.82,12,Business Owner,200000,599,2,28,5452,0.775,0.775,0
CUST_000824,Credit Card,3913000,6.29,36,Private Sector,872033.31,603,2,37,9571,1.4957,4.4872,1
CUST_000825,Business Expansion,407000,8.84,12,Private Sector,200000,787,0,35,16879,2.035,2.035,0
CUST_000826,Education Loan,916000,14.59,18,Private Sector,200000,,0,28,23784,3.0533,4.58,0
CUST_000827,Business Expansion,992000,8.1,36,Government,200000,793,0,24,5795,1.6533,4.96,1
CUST_000828,Credit Card,844000,6.56,36,Freelancer,200000,570,3,48,17689,1.4067,4.22,0
CUST_000829,Business Expansion,808000,13.82,120,,318371.03,651,3,30,17342,0.2538,2.5379,0
CUST_000830,Mortgage,980000,13.09,6,Business Owner,200000,659,1,46,14070,9.8,4.9,0
CUST_000831,Mortgage,269000,10.69,6,Freelancer,200000,533,0,51,16239,2.69,1.345,0
CUST_000832,Vehicle,528000,13.41,6,Private Sector,200000,840,1,29,10478,5.28,2.64,0
CUST_000833,Business Expansion,270000,10.6,6,Private Sector,200000,804,0,45,7097,2.7,1.35,0
CUST_000834,Credit Card,1248000,12.56,36,Private Sector,256434.85,691,2,52,13459,1.6222,4.8667,0
CUST_000835,Credit Card,936000,14.73,18,Private Sector,200000,675,1,43,17832,3.12,4.68,0
CUST_000836,Business Expansion,170000,11.16,12,Private Sector,200000,566,0,60,18091,0.85,0.85,0
CUST_000837,Medical,989000,5.46,24,Business Owner,366102.05,729,1,40,6427,1.3507,2.7014,0
CUST_000838,Business Expansion,867000,5.86,24,Government,,716,2,29,22157,2.1675,4.335,0
CUST_000839,Business Expansion,223000,8.72,240,Unemployed,200000,643,0,21,9447,0.0557,1.115,0
CUST_000840,Education Loan,652000,11.65,60,Freelancer,,686,1,26,21616,0.652,3.26,0
CUST_000841,Credit Card,768000,8.95,36,Private Sector,200000,900,1,43,8490,1.28,3.84,0
CUST_000842,Medical,971000,13.09,60,Private Sector,200000,769,2,34,22491,0.971,4.855,0
CUST_000843,Business Expansion,159000,11.25,12,Private Sector,200000,685,3,30,16860,0.795,0.795,0
CUST_000844,Mortgage,274000,9.88,6,Private Sector,200000,747,0,41,2399,2.74,1.37,0
CUST_000845,Mortgage,899000,12.94,24,Government,200000,675,1,46,11598,2.2475,4.495,0
CUST_000846,Vehicle,499000,7.37,12,Freelancer,200000,607,0,29,5633,2.495,2.495,0
CUST_000847,Medical,1264000,12.72,18,Government,310457.13,696,1,24,16234,2.7143,4.0714,0
CUST_000848,Vehicle,325000,9.7,36,Unemployed,292199.57,850,1,45,22839,0.3708,1.1123,0
CUST_000849,Mortgage,818000,12.48,24,Freelancer,200000,589,0,25,9361,2.045,4.09,0
CUST_000850,Mortgage,781000,13.86,84,Private Sector,200000,742,0,31,5598,0.5579,3.905,0
CUST_000851,Medical,648000,6.23,18,Private Sector,200000,645,1,33,9585,2.16,3.24,0
CUST_000852,Credit Card,428000,8.76,6,,200000,762,0,42,14041,4.28,2.14,0
CUST_000853,Business Expansion,285000,16.85,60,Private Sector,200000,613,1,35,24392,0.285,1.425,0
CUST_000854,Business Expansion,517000,12.54,120,Government,200000,618,1,49,20856,0.2585,2.585,0
CUST_000855,Education Loan,72000,13.48,36,Private Sector,200000,717,0,56,5375,0.12,0.36,0
CUST_000856,Mortgage,1515000,8.45,60,Freelancer,316137.99,674,0,51,19424,0.9584,4.7922,0
CUST_000857,Education Loan,389000,6.02,6,Freelancer,200000,715,0,52,22415,3.89,1.945,0
CUST_000858,Credit Card,394000,8.03,36,Business Owner,200000,606,2,47,12840,0.6567,1.97,0
CUST_000859,Vehicle,934000,15.22,120,Private Sector,200000,698,0,32,5546,0.467,4.67,0
CUST_000860,Mortgage,76000,7.59,18,Freelancer,200000,670,0,55,4175,0.2533,0.38,0
CUST_000861,Credit Card,579000,11.64,6,Business Owner,200000,729,1,45,20610,5.79,2.895,0
CUST_000862,Vehicle,250000,9.89,36,Business Owner,,614,0,48,1774,0.2609,0.7828,0
CUST_000863,Business Expansion,810000,15.14,18,Private Sector,228569.57,649,1,26,6439,2.3625,3.5438,1
CUST_000864,Credit Card,451000,17.95,36,Government,,731,0,45,9895,0.4446,1.3337,0
CUST_000865,Vehicle,175000,11.45,18,Government,354650.38,649,1,37,2593,0.329,0.4934,0
CUST_000866,Business Expansion,1808000,7.72,120,Business Owner,400922.24,679,1,40,16235,0.451,4.5096,0
CUST_000867,Mortgage,89000,11.65,36,Business Owner,270102.7,598,1,44,1756,0.1098,0.3295,0
CUST_000868,Mortgage,804000,14,12,Private Sector,200000,774,1,36,5941,4.02,4.02,0
CUST_000869,Vehicle,463000,4.93,120,Government,200000,,1,36,16006,0.2315,2.315,0
CUST_000870,Credit Card,260000,12.65,240,Private Sector,200000,730,1,34,1572,0.065,1.3,0
CUST_000871,Vehicle,691000,11.95,180,Unemployed,200000,609,2,30,2492,0.2303,3.455,1
CUST_000872,Credit Card,770000,11.21,120,Government,200000,681,0,41,4455,0.385,3.85,0
CUST_000873,Vehicle,332000,9.65,18,Freelancer,200000,683,1,35,9508,1.1067,1.66,0
CUST_000874,Medical,117000,11.43,36,Private Sector,200000,627,0,39,3925,0.195,0.585,0
CUST_000875,Vehicle,198000,9.35,36,Government,200000,773,1,41,7156,0.33,0.99,0
CUST_000876,Business Expansion,455000,6.44,84,Business Owner,200000,671,1,43,21988,0.325,2.275,0
CUST_000877,Vehicle,409000,11.75,180,Government,200000,721,1,23,2531,0.1363,2.045,0
CUST_000878,Business Expansion,685000,15.18,6,Private Sector,200000,662,0,46,23646,6.85,3.425,1
CUST_000879,Medical,484000,6.59,84,Freelancer,223037.18,639,0,34,14895,0.31,2.17,0
CUST_000880,Medical,553000,5.32,120,Unemployed,200000,689,0,32,4463,0.2765,2.765,1
CUST_000881,Vehicle,393000,9.7,24,Business Owner,200000,726,1,35,5897,0.9825,1.965,0
CUST_000882,Mortgage,696000,9.78,60,Freelancer,200000,756,0,42,9611,0.696,3.48,1
CUST_000883,Credit Card,457000,4,84,Government,200000,712,1,37,18288,0.3264,2.285,0
CUST_000884,Credit Card,361000,7.36,12,Freelancer,200000,718,2,31,,1.805,1.805,0
CUST_000885,Credit Card,1040000,17.21,120,Government,296055.19,583,1,27,1810,0.3513,3.5129,0
CUST_000886,Vehicle,169000,12.72,18,Freelancer,314529.77,620,0,38,4214,0.3582,0.5373,0
CUST_000887,Credit Card,681000,9.2,36,Unemployed,200000,614,0,27,17838,1.135,3.405,0
CUST_000888,Credit Card,95000,14.49,120,Government,200000,553,1,33,7951,0.0475,0.475,0
CUST_000889,Education Loan,1213000,8.89,36,Private Sector,365662.56,678,4,56,730,1.1058,3.3173,0
CUST_000890,Credit Card,617000,11.91,180,Unemployed,200000,722,0,51,22515,0.2057,3.085,1
CUST_000891,Medical,1660000,10.22,120,Private Sector,422197.55,729,0,31,24173,0.3932,3.9318,0
CUST_000892,Credit Card,1868000,15.59,18,Private Sector,393707.24,735,0,41,8341,3.1631,4.7446,0
CUST_000893,Mortgage,713000,16.93,120,Freelancer,432459.27,,0,36,24167,0.1649,1.6487,0
CUST_000894,Business Expansion,105000,11.69,18,Business Owner,200000,691,0,29,10949,0.35,0.525,0
CUST_000895,Mortgage,486000,8.92,120,Freelancer,200000,692,1,27,20853,0.243,2.43,0
CUST_000896,Vehicle,418000,9.42,60,Government,200000,763,2,59,675,0.418,2.09,0
CUST_000897,Business Expansion,196000,8.07,120,Private Sector,200000,596,0,21,22792,0.098,0.98,0
CUST_000898,Vehicle,706000,17.21,60,Government,200000,692,2,40,10504,0.706,3.53,1
CUST_000899,Medical,154000,11.47,120,Freelancer,200000,,1,43,14263,0.077,0.77,0
CUST_000900,Vehicle,990000,14.04,18,Freelancer,200000,489,0,38,15307,3.3,4.95,1
CUST_000901,Vehicle,596000,10.53,6,Business Owner,200000,546,2,45,8264,5.96,2.98,0
CUST_000902,Vehicle,2864000,15.59,18,Business Owner,843802.18,588,1,29,2392,2.2628,3.3942,0
CUST_000903,Medical,935000,9.5,24,Government,420607.37,740,1,46,16889,1.1115,2.223,0
CUST_000904,Education Loan,947000,7.15,84,Government,200000,628,0,39,10982,0.6764,4.735,0
CUST_000905,Business Expansion,86000,11.99,240,Government,200000,713,0,36,24023,0.0215,0.43,0
CUST_000906,Vehicle,834000,10.59,84,Private Sector,200000,559,2,34,20349,0.5957,4.17,1
CUST_000907,Mortgage,1173000,6.33,120,Freelancer,315939.03,536,2,44,18026,0.3713,3.7127,0
CUST_000908,Credit Card,781000,21.33,24,Private Sector,200000,542,3,44,13213,1.9525,3.905,0
CUST_000909,Mortgage,812000,7.46,120,Private Sector,200000,,0,41,13249,0.406,4.06,0
CUST_000910,Medical,615000,11.39,120,Government,200000,685,1,54,23087,0.3075,3.075,0
CUST_000911,Medical,261000,12.39,6,Government,200000,629,1,35,5471,2.61,1.305,0
CUST_000912,Mortgage,666000,9.58,36,Private Sector,200000,,0,28,24516,1.11,3.33,1
